Team,Name,Price,Rating,Room_Type
NYG,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",292,8.7,1 queen bed
NYG,Lex Hotel NYC,270,8.1,1 queen bed
NYG,"Hotel Shocard Broadway, Times Square",274,7.2,1 queen bed
NYG,Fairfield Inn by Marriott New York Manhattan/Financial District,258,7.6,1 queen bed
NYG,Hampton Inn Manhattan/Downtown- Financial District,299,7.6,1 queen bed
NYG,Best Western Premier Herald Square,304,7.6,1 queen bed
NYG,Wingate by Wyndham New York Midtown South/5th Ave,360,8.2,1 queen bed
NYG,The Belvedere Hotel,448,7.9,1 queen bed
NYG,"U Hotel Fifth Avenue, Empire State Building",244,7.8,1 queen bed
NYG,Pod Times Square,348,8.2,1 queen bed
NYG,Pod 39,309,8.2,1 queen bed
NYG,Sonder Battery Park,369,8.6,Entire studio•1 bathroom•1 kitchen•463 ft²1 queen bed
NYG,Hampton Inn Manhattan Chelsea,322,7.6,1 queen bed
NYG,Courtyard New York Manhattan/Upper East Side,381,7.6,2 queen beds
NYG,Best Western Plus Soho Hotel,311,8.6,1 queen bed
NYG,Madison LES Hotel,299,7.3,1 queen bed
NYG,Hilton Garden Inn New York Manhattan Midtown East,421,7.4,2 queen beds
NYG,New York Hilton Midtown,793,7.4,1 queen bed
NYG,Hilton Garden Inn New York - Times Square Central,447,7.6,1 queen bed
NYG,Pod 51,293,7.8,1 queen bed
TB,The Barrymore Hotel Tampa Riverwalk,358,7.8,2 queen beds
TB,Hilton Garden Inn Tampa North,282,7.3,2 queen beds
TB,Hyatt House Tampa Airport/Westshore,342,9.0,2 queen beds
TB,Homewood Suites by Hilton Tampa Airport - Westshore,389,8.5,Private suite•2 bedrooms•463 ft²2 queen beds
TB,Hampton Inn & Suites Tampa Airport Avion Park Westshore,355,8.7,2 queen beds
TB,Hampton Inn Tampa Downtown Channel District,474,9.0,2 queen beds
TB,Courtyard by Marriott Tampa Northwest/Veterans Expressway,363,8.9,1 queen bed
TB,Hampton Inn & Suites Tampa Ybor City Downtown,413,8.5,2 queen beds
TB,"Holiday Inn Tampa Westshore - Airport Area, an IHG Hotel",341,7.6,2 queen beds
TB,Hyatt Place Tampa Downtown,538,8.8,"3 beds (1 sofa bed, 2 queens)"
TB,"Home2 Suites By Hilton Tampa Westshore Airport, Fl",398,8.6,2 queen beds
TB,Embassy Suites by Hilton Tampa Airport Westshore,444,7.8,"Private suite•1 bedroom•1 living room•710 ft²2 beds (1 sofa bed, 1 queen)"
TB,DoubleTree by Hilton Tampa Rocky Point Waterfront,414,7.8,2 queen beds
TB,Hilton Garden Inn Tampa Airport/Westshore,338,8.4,2 queen beds
TB,Marriott Tampa Westshore,408,8.4,2 queen beds
TB,Residence Inn Tampa Downtown,406,7.8,"Entire studio•1 bathroom•1 kitchen•506 ft²2 beds (1 sofa bed, 1 queen)"
TB,Hyatt House Tampa Downtown,538,8.7,2 queen beds
TB,Four Points by Sheraton Suites Tampa Airport Westshore,403,8.1,Private suite•5 bathrooms1 queen bed
TB,Courtyard Tampa Downtown,430,8.0,2 queen beds
TB,Hampton Inn Tampa-Rocky Point,305,8.2,2 queen beds
TB,Fairfield Inn and Suites by Marriott Tampa North,331,7.9,1 queen bed
TB,Ramada by Wyndham Temple Terrace/Tampa North,270,7.2,1 queen bed
TB,Home2 Suites By Hilton Tampa Downtown Channel District,462,8.9,1 queen bed
TB,Comfort Suites Tampa Airport North,333,8.1,"2 beds (1 sofa bed, 1 queen)"
TB,TownePlace Suites Tampa Westshore/Airport,408,7.9,Entire studio•1 bathroom•1 kitchen•334 ft²1 queen bed
ATL,Sonesta Select Atlanta Cumberland Galleria Ballpark,198,8.1,2 queen beds
ATL,Courtyard by Marriott Atlanta Downtown,282,8.1,2 queen beds
ATL,Hampton Inn & Suites Atlanta Buckhead Place,180,8.3,2 queen beds
ATL,Home2 Suites by Hilton Atlanta Downtown,222,7.9,1 queen bed
ATL,"EVEN Hotel Atlanta - Cobb Galleria, an IHG Hotel",186,9.1,Multiple bed types
ATL,Homewood Suites by Hilton Atlanta Buckhead Pharr Road,219,7.5,1 queen bed
ATL,"Country Inn & Suites by Radisson, Atlanta Airport South, GA",157,7.1,2 queen beds
ATL,"Staybridge Suites Atlanta - Midtown, an IHG Hotel",185,6.7,Private suite1 queen bed
ATL,"Hampton Inn & Suites Atlanta-Midtown, Ga",270,8.8,2 queen beds
ATL,Courtyard by Marriott Atlanta Midtown,287,8.6,2 queen beds
ATL,"Tru By Hilton Atlanta Galleria Ballpark, GA",198,8.6,2 queen beds
ATL,Residence Inn Atlanta Downtown,207,7.8,Private suite1 queen bed
ATL,Hilton Garden Inn Atlanta Downtown,304,8.3,2 queen beds
ATL,SpringHill Suites by Marriott Atlanta Northwest,245,9.1,Private suite2 queen beds
ATL,AC Hotel Atlanta Downtown,274,8.6,2 queen beds
ATL,Hyatt Place Atlanta/Perimeter Center,241,8.6,"3 beds (1 sofa bed, 2 queens)"
ATL,"Hotel Indigo Atlanta Midtown, an IHG Hotel",273,7.9,1 queen bed
ATL,SpringHill Suites by Marriott Atlanta Buckhead,219,8.1,"Private suite3 beds (1 sofa bed, 2 queens)"
ATL,Element Atlanta Midtown,312,9.0,"3 beds (1 sofa bed, 2 queens)"
ATL,Sonesta Atlanta Airport South,172,7.4,2 queen beds
ATL,Hotel Spice & Sky Atlanta Perimeter,214,8.8,2 queen beds
ATL,Hyatt House Atlanta Downtown,332,7.9,2 queen beds
ATL,Embassy Suites by Hilton Atlanta Perimeter Center,304,8.5,Private suite•2 bedrooms•301 ft²2 queen beds
ATL,Hyatt Place Atlanta Centennial Park,336,8.3,"3 beds (1 sofa bed, 2 queens)"
ATL,Hampton Inn Atlanta Perimeter Center,196,8.0,1 queen bed
ATL,Hampton Inn & Suites by Hilton Atlanta Perimeter Dunwoody,207,8.8,2 queen beds
NO,Hilton Garden Inn New Orleans Convention Center,177,8.1,2 queen beds
NO,"Hotel Indigo New Orleans - French Quarter, an IHG Hotel",244,7.9,1 queen bed
NO,Courtyard by Marriott New Orleans Warehouse Arts District,196,7.7,1 queen bed
NO,"Holiday Inn Express New Orleans - St Charles, an IHG Hotel",206,7.4,1 queen bed
NO,Best Western Plus St. Christopher Hotel,208,7.9,1 queen bed
NO,Courtyard by Marriott New Orleans Downtown Near the French Quarter,241,7.6,1 queen bed
NO,Pelham Hotel,226,8.4,1 queen bed
NO,SpringHill Suites by Marriott New Orleans Warehouse Arts District,215,8.1,"Entire studio•1 bathroom•248 ft²3 beds (1 sofa bed, 2 queens)"
NO,The Mercantile Hotel,232,8.3,"Private suite•1 bedroom•1 living room•1 bathroom•420 ft²2 beds (1 sofa bed, 1 queen)"
NO,Drury Plaza Hotel New Orleans,234,9.1,2 queen beds
NO,Aloft New Orleans Downtown,224,8.3,2 queen beds
NO,Courtyard by Marriott New Orleans French Quarter/Iberville,304,8.6,"2 beds (1 sofa bed, 1 queen)"
NO,Chateau Hotel,257,8.6,1 queen bed
NO,Residence Inn by Marriott New Orleans French Quarter Area/Cen B,304,8.8,Private suite1 queen bed
NO,"Holiday Inn Hotel French Quarter-Chateau Lemoyne, an IHG Hotel",279,8.3,1 queen bed
NO,The Lafayette New Orleans by Kasa,248,8.1,2 queen beds
NO,Roomza New Orleans at Melrose Mansion,336,8.6,1 queen bed
NO,"Holiday Inn Express New Orleans Downtown, an IHG Hotel",241,7.8,Multiple bed types
NO,Maison Saint Charles,226,7.5,1 queen bed
NO,Hampton Inn and Suites New Orleans Convention Center,253,8.4,2 queen beds
NO,Hampton Inn Downtown / French Quarter Area,241,8.2,2 queen beds
NO,Le Richelieu Hotel in the French Quarter,736,8.5,"Private suite•2 bedrooms•1 living room•1 bathroom•850 ft²3 beds (1 king, 2 queens)"
NO,Hilton Garden Inn New Orleans French Quarter/CBD,223,7.8,2 queen beds
NO,Homewood Suites by Hilton New Orleans,315,8.5,Private suite•2 bedrooms•452 ft²2 queen beds
NO,Hampton Inn & Suites New Orleans Canal St. French Quarter,309,7.3,"Private suite•1 bedroom•1 living room•1 bathroom•334 ft²2 beds (1 king, 1 sofa bed)"
NO,Hyatt Place New Orleans Convention Center,258,7.9,2 queen beds
CAR,Homewood Suites By Hilton Charlotte Uptown First Ward,277,8.7,2 queen beds
CAR,"Holiday Inn Express & Suites - Charlotte NE - University Area, an IHG Hotel",196,8.7,2 queen beds
CAR,Drury Inn & Suites Charlotte Northlake,184,9.0,2 queen beds
CAR,"Holiday Inn Charlotte University, an IHG Hotel",203,8.0,Multiple bed types
CAR,Hyatt House Charlotte Center City,317,8.4,2 queen beds
CAR,Hyatt Place Charlotte University,246,8.8,"3 beds (1 sofa bed, 2 queens)"
CAR,SpringHill Suites by Marriott Charlotte City Center,314,8.6,Entire studio•1 bathroom•409 ft²1 queen bed
CAR,SpringHill Suites Charlotte Southwest,232,8.7,"3 beds (1 sofa bed, 2 queens)"
CAR,Tru By Hilton Charlotte Ayrsley,201,8.4,2 queen beds
CAR,AC Hotel by Marriott Charlotte City Center,363,8.8,2 queen beds
CAR,Fairfield Inn & Suites by Marriott Charlotte Uptown,262,8.5,2 queen beds
CAR,Hampton Inn & Suites South Park at Phillips Place,279,9.0,2 queen beds
CAR,Hampton Inn & Suites Charlotte Airport Lake Pointe,211,8.7,2 queen beds
CAR,Home2 Suites By Hilton Charlotte Uptown,313,8.9,1 queen bed
CAR,Hyatt Place Charlotte Downtown,331,8.3,2 queen beds
CAR,"Staybridge Suites - Charlotte Ballantyne, an IHG Hotel",230,8.4,"Private suite2 beds (1 sofa bed, 1 queen)"
CAR,Hilton Charlotte Uptown,321,8.8,2 queen beds
CAR,Hilton Garden Inn Charlotte Uptown,304,8.1,2 queen beds
CAR,Tru By Hilton Charlotte Tyvola I-77,207,8.6,2 queen beds
CAR,"Hampton Inn & Suites Charlotte Steele Creek Road, NC",236,8.4,2 queen beds
CAR,Hampton Inn Charlotte University Place,196,7.5,2 queen beds
CAR,DoubleTree Suites by Hilton Charlotte/SouthPark,313,8.6,Private suite•2 bedrooms•700 ft²2 queen beds
CAR,Sonesta Select Charlotte University Research Park,249,7.8,2 queen beds
CAR,"Homewood Suites by Hilton Charlotte Ballantyne, NC",245,9.0,2 queen beds
CAR,Hampton Inn & Suites Charlotte North I 485,224,9.1,2 queen beds
CAR,Hilton Garden Inn Charlotte/Ayrsley,236,8.3,2 queen beds
LAR,Hilton Garden Inn Los Angeles Marina Del Rey,334,7.6,2 queen beds
LAR,Sonder The Craftsman,275,8.9,"Entire studio•1 bathroom•1 kitchen•474 ft²2 beds (1 sofa bed, 1 queen)"
LAR,Hotel Aventura,254,8.4,1 queen bed
LAR,Beverly Terrace powered by Sonder,434,7.2,1 queen bed
LAR,Bayside Hotel,448,8.0,1 queen bed
LAR,Hampton Inn Los Angeles Int'l Airport/Hawthorne,264,8.2,2 queen beds
LAR,Hampton Inn & Suites Santa Monica,429,7.7,2 queen beds
LAR,Hilton Garden Inn Los Angeles / Hollywood,318,7.7,2 queen beds
LAR,Fenix Hotel Hollywood,302,8.0,Entire studio•1 bathroom•237 ft²1 queen bed
LAR,Hampton Inn Los Angeles Airport,245,7.3,2 queen beds
LAR,Best Western Plus Commerce Hotel,264,8.5,2 queen beds
LAR,"Hampton Inn & Suites Los Angeles/Hollywood, CA",399,8.4,2 queen beds
LAR,The Adler a Hollywood Hotel,296,8.2,2 queen beds
LAR,Hollywood Hills Hotel,407,7.4,"Private suite•1 bedroom•1 living room•1 bathroom•603 ft²2 beds (1 sofa bed, 1 queen)"
LAR,Hilton Los Angeles-Universal City,555,8.3,2 queen beds
LAR,Century Park Hotel LA,306,7.8,1 king bed
LAR,"Tilt Hotel Universal-Hollywood, Ascend Hotel Collection",349,6.9,1 queen bed
LAR,Best Western Hollywood Plaza Inn Hotel - Hollywood Walk of Fame LA,322,7.4,1 queen bed
LAR,The Kinney - Venice Beach,441,8.3,1 king bed
LAR,"FOUND Hotel, Santa Monica",364,8.0,2 queen beds
LAR,"Holiday Inn Express West Los Angeles, an IHG Hotel",435,8.2,1 queen bed
LAR,Ocean Lodge Santa Monica Beach Hotel,438,7.6,1 queen bed
LAR,Tuscan Garden Inn,256,7.5,2 queen beds
LAR,Carlyle Inn,385,7.1,1 king bed
LAR,The Dixie Hollywood,309,7.2,2 queen beds
LAR,"Holiday Inn Express Los Angeles LAX Airport, an IHG Hotel",328,8.4,1 queen bed
LAR,Courtyard Los Angeles Century City/Beverly Hills,498,7.5,1 queen bed
SEA,Silver Cloud Hotel - Seattle Lake Union,258,8.6,2 queen beds
SEA,"Staybridge Suites Seattle - South Lake Union, an IHG Hotel",224,8.4,"Private suite3 beds (1 sofa bed, 2 queens)"
SEA,"Holiday Inn Seattle DWTN Lake Union, an IHG Hotel",180,7.8,2 queen beds
SEA,Palihotel Seattle,200,8.4,1 king bed
SEA,Hyatt House Seattle Downtown,286,8.5,"Private suite•1 bedroom•1 living room•420 ft²2 beds (1 sofa bed, 1 queen)"
SEA,The Mediterranean Inn,293,8.6,1 full bed
SEA,Residence Inn by Marriott Seattle Downtown Convention Center,286,8.5,"Entire studio•1 bathroom•1 kitchen•463 ft²3 beds (1 sofa bed, 2 queens)"
SEA,Hyatt Place Seattle Downtown,242,8.0,"3 beds (1 sofa bed, 2 queens)"
SEA,Hampton Inn & Suites by Hilton Seattle/Northgate,253,8.3,2 queen beds
SEA,Belltown Inn,210,8.3,1 queen bed
SEA,"Staypineapple, The Maxwell Hotel, Seattle Center Seattle",294,9.1,2 queen beds
SEA,Homewood Suites by Hilton Seattle Downtown,304,8.4,Private suite2 queen beds
SEA,"SpringHill Suites Seattle Downtown, South Lake Union",271,8.4,"Private suite•1 bedroom•1 living room•1 bathroom•420 ft²3 beds (1 sofa bed, 2 queens)"
SEA,Residence Inn by Marriott Seattle University District,369,8.9,"Entire studio•1 bathroom•1 kitchen•452 ft²3 beds (1 sofa bed, 2 queens)"
SEA,Courtyard by Marriott Seattle SeaTac Airport,215,8.1,2 queen beds
SEA,"Staypineapple, Watertown, University District Seattle",314,8.8,2 queen beds
SEA,Hampton Inn & Suites Seattle-Downtown,236,8.2,2 queen beds
SEA,Executive Hotel Pacific,194,6.6,1 queen bed
SEA,"Staypineapple, University Inn, University District Seattle",258,8.5,1 queen bed
SEA,Best Western Plus Pioneer Square Hotel Downtown,216,8.3,1 queen bed
SEA,La Quinta by Wyndham Seattle Downtown,245,8.1,"2 beds (1 sofa bed, 1 queen)"
SEA,Ace Hotel Seattle,384,8.7,1 queen bed
SEA,Courtyard Seattle Downtown/Lake Union,270,8.2,2 queen beds
SEA,Residence Inn by Marriott Seattle Downtown/Lake Union,508,8.2,"Private suite•2 bedrooms•1 living room•2 bathrooms•775 ft²4 beds (1 king, 1 sofa bed, 2 queens)"
SEA,Sonder The Boylston,165,8.3,1 queen bed
ARI,Comfort Suites Glendale - State Farm Stadium Area,406,8.5,"Private suite3 beds (1 sofa bed, 2 queens)"
ARI,"Holiday Inn Express & Suites Phoenix Glendale Dist, an IHG Hotel",485,8.7,2 queen beds
ARI,Aloft Glendale at Westgate,412,8.2,1 queen bed
ARI,Hampton Inn & Suites Phoenix Glendale-Westgate,559,8.8,2 queen beds
