Team,Name,Price,Rating,Room_Type
TB,Courtyard Tampa Downtown,478,8.0,2 queen beds
TB,Four Points by Sheraton Suites Tampa Airport Westshore,463,8.1,"3 beds (1 sofa bed, 2 queens)"
TB,"Country Inn & Suites by Radisson, Tampa Airport North, FL",388,7.3,2 queen beds
TB,Residence Inn Tampa Downtown,483,7.9,"Entire studio•1 bathroom•1 kitchen•506 ft²2 beds (1 sofa bed, 1 queen)"
TB,"Holiday Inn Express & Suites Tampa Stadium - Airport Area, an IHG Hotel",513,9.0,2 queen beds
TB,Home2 Suites By Hilton Tampa USF Near Busch Gardens,505,8.7,2 queen beds
TB,TownePlace Suites Tampa Westshore/Airport,453,7.9,Entire studio•1 bathroom•1 kitchen•334 ft²1 queen bed
TB,Comfort Suites Tampa Airport North,412,8.1,"Private suite3 beds (1 sofa bed, 2 queens)"
PHI,Motto by Hilton Philadelphia Rittenhouse Square,199,8.3,1 queen bed
PHI,"Holiday Inn Express Philadelphia-Midtown, an IHG Hotel",262,8.2,2 queen beds
PHI,Sonesta Select Philadelphia Airport,270,7.9,2 queen beds
PHI,Hilton Garden Inn Philadelphia Center City,275,8.0,2 queen beds
PHI,"Independence Park Hotel, Premier Collection",272,8.9,1 queen bed
PHI,Sonder The Witherspoon,238,8.4,"Entire studio•1 bathroom•1 kitchen•506 ft²2 beds (1 sofa bed, 1 queen)"
PHI,"Holiday Inn Express Philadelphia Penn's Landing, an IHG Hotel",252,8.1,1 queen bed
PHI,Courtyard by Marriott Philadelphia City Avenue,328,7.6,2 queen beds
PHI,Hampton Inn Philadelphia Center City-Convention Center,265,7.6,2 queen beds
PHI,Sosuite at Independence Lofts - Callowhill,254,8.1,"Entire apartment•1 bedroom•1 bathroom•1 kitchen•603 ft²2 beds (1 sofa bed, 1 queen)"
PHI,Morris House Hotel,458,9.3,"Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•205 ft²2 beds (1 sofa bed, 1 queen)"
PHI,"Holiday Inn Philadelphia Arpt-Stadium Area, an IHG Hotel",303,7.3,2 queen beds
PHI,Fairfield Inn & Suites by Marriott Philadelphia Downtown/Center City,318,8.0,2 queen beds
PHI,Fairfield Inn Philadelphia Airport,228,7.7,2 queen beds
PHI,Home2 Suites by Hilton Philadelphia Convention Center,308,7.7,2 queen beds
PHI,Alexander Inn,366,8.3,1 queen bed
PHI,Hampton Inn Philadelphia-Airport,236,6.1,1 queen bed
PHI,Sosuite at French Quarters - Rittenhouse Square,306,7.9,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•603 ft²1 queen bed
PHI,Penn's View Hotel Philadelphia,328,8.7,1 queen bed
PHI,Aloft Philadelphia Downtown,323,7.9,1 queen bed
PHI,Sosuite at West Lofts - West Philadelphia,286,7.5,Entire apartment•2 bedrooms•1 living room•2 bathrooms•1 kitchen•797 ft²2 queen beds
PHI,Locale North Broad - Philadelphia,240,8.0,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•420 ft²1 queen bed
PHI,Courtyard by Marriott Philadelphia South at The Navy Yard,528,8.7,2 queen beds
PHI,Sheraton Philadelphia Downtown,454,8.1,1 queen bed
PHI,Aloft Philadelphia Airport,308,7.7,2 queen beds
